test_loss,test_acc,epoch,step,train_loss,train_acc
2.6813578605651855,0.4535256326198578,0,117,,
,,0,117,2.8599281311035156,0.18961864709854126
2.429145574569702,0.5416666865348816,1,235,,
,,1,235,2.594623327255249,0.4306144118309021
2.2105205059051514,0.5817307829856873,2,353,,
,,2,353,2.362900733947754,0.5243644118309021
